Date,Passengers,Diff1,Diff2,log,log_diff,Lag_1,Lag_2,Lag_3,Lag_12,Lag_24,Lag_36
1951-01-01,145.0,5.0,-21.0,4.976733742420574,0.0350913198112703,140.0,114.0,133.0,104.0,112.0,0.0
1951-02-01,150.0,5.0,0.0,5.010635294096256,0.0339015516756813,145.0,140.0,114.0,126.0,118.0,0.0
1951-03-01,178.0,28.0,23.0,5.181783550292085,0.1711482561958295,150.0,145.0,140.0,141.0,132.0,0.0
1951-04-01,178.0,0.0,-28.0,5.181783550292085,0.0,178.0,150.0,145.0,135.0,129.0,0.0
1951-05-01,172.0,-6.0,-6.0,5.147494476813453,-0.0342890734786323,178.0,178.0,150.0,125.0,121.0,0.0
1951-06-01,178.0,6.0,12.0,5.181783550292085,0.0342890734786323,172.0,178.0,178.0,149.0,135.0,0.0
1951-07-01,199.0,21.0,15.0,5.293304824724492,0.1115212744324072,178.0,172.0,178.0,149.0,148.0,0.0
1951-08-01,199.0,0.0,-21.0,5.293304824724492,0.0,199.0,178.0,172.0,149.0,148.0,0.0
1951-09-01,184.0,-15.0,-15.0,5.214935757608986,-0.0783690671155064,199.0,199.0,178.0,158.0,136.0,0.0
1951-10-01,162.0,-22.0,-7.0,5.087596335232384,-0.1273394223766022,184.0,199.0,199.0,133.0,119.0,0.0
1951-11-01,146.0,-16.0,6.0,4.983606621708336,-0.1039897135240472,162.0,184.0,199.0,114.0,104.0,0.0
1951-12-01,166.0,20.0,36.0,5.111987788356544,0.1283811666482073,146.0,162.0,184.0,140.0,104.0,0.0
1952-01-01,171.0,5.0,-15.0,5.14166355650266,0.0296757681461166,166.0,146.0,162.0,145.0,104.0,112.0
1952-02-01,180.0,9.0,4.0,5.19295685089021,0.0512932943875501,171.0,166.0,146.0,150.0,126.0,118.0
1952-03-01,193.0,13.0,4.0,5.262690188904886,0.0697333380146751,180.0,171.0,166.0,178.0,141.0,132.0
1952-04-01,181.0,-12.0,-25.0,5.198497031265826,-0.0641931576390595,193.0,180.0,171.0,178.0,135.0,129.0
1952-05-01,183.0,2.0,14.0,5.209486152841421,0.0109891215755952,181.0,193.0,180.0,172.0,125.0,121.0
1952-06-01,218.0,35.0,33.0,5.384495062789089,0.1750089099476675,183.0,181.0,193.0,178.0,149.0,135.0
1952-07-01,230.0,12.0,-23.0,5.438079308923196,0.0535842461341067,218.0,183.0,181.0,199.0,149.0,148.0
1952-08-01,242.0,12.0,0.0,5.488937726156687,0.0508584172334911,230.0,218.0,183.0,199.0,149.0,148.0
1952-09-01,209.0,-33.0,-45.0,5.342334251964811,-0.1466034741918758,242.0,230.0,218.0,184.0,158.0,136.0
1952-10-01,191.0,-18.0,15.0,5.25227342804663,-0.090060823918181,209.0,242.0,230.0,162.0,133.0,119.0
1952-11-01,172.0,-19.0,-1.0,5.147494476813453,-0.1047789512331771,191.0,209.0,242.0,146.0,114.0,104.0
1952-12-01,194.0,22.0,41.0,5.267858159063328,0.1203636822498754,172.0,191.0,209.0,166.0,140.0,104.0
